url,discoveredFrom,status,finalUrl,title,notes
"http://127.0.0.1:3510/blog/jak-wyglada-konsultacja-behawioralna-online","code-seed|crawl",200,"http://127.0.0.1:3510/blog/jak-wyglada-konsultacja-behawioralna-online","Jak wygląda konsultacja behawioralna online? Krok po kroku | Regulski",""
"http://127.0.0.1:3510/blog/jak-zapoznac-dwa-koty","code-seed",200,"http://127.0.0.1:3510/blog","Blog o zachowaniu psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/blog/kiedy-behawiorysta-kiedy-trener-psa","code-seed|crawl",200,"http://127.0.0.1:3510/blog/kiedy-behawiorysta-kiedy-trener-psa","Kiedy behawiorysta, a kiedy trener psa? Jak nie trafić pod zły adres | Regulski",""
"http://127.0.0.1:3510/blog/kot-drapie-meble","code-seed|crawl",200,"http://127.0.0.1:3510/blog/kot-drapie-meble","Kot drapie meble — dlaczego to robi i jak to zmienić bez wojny | Regulski",""
"http://127.0.0.1:3510/blog/kot-zalatwia-sie-poza-kuweta","code-seed|crawl",200,"http://127.0.0.1:3510/blog/kot-zalatwia-sie-poza-kuweta","Kot załatwia się poza kuwetą — co robić | Regulski",""
"http://127.0.0.1:3510/blog/nowy-pies-pierwsze-72-godziny","code-seed|crawl",200,"http://127.0.0.1:3510/blog/nowy-pies-pierwsze-72-godziny","Nowy pies w domu — pierwsze 72 godziny. Co robić, czego nie robić | Regulski",""
"http://127.0.0.1:3510/blog/pies-cignnie-na-smyczy","code-seed|crawl",200,"http://127.0.0.1:3510/blog/pies-cignnie-na-smyczy","Pies ciągnie na smyczy — kiedy to nawyk, a kiedy problem | Regulski",""
"http://127.0.0.1:3510/blog/pies-cignnie-na-smyczy-od-czego-zaczac","code-seed",200,"http://127.0.0.1:3510/blog","Blog o zachowaniu psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/blog/pies-wyje-kiedy-zostaje-sam","code-seed|crawl",200,"http://127.0.0.1:3510/blog/pies-wyje-kiedy-zostaje-sam","Pies wyje, kiedy zostaje sam — co to znaczy i od czego zacząć | Regulski",""
"http://127.0.0.1:3510/blog/prog-pobudzenia-u-psa","code-seed",200,"http://127.0.0.1:3510/blog","Blog o zachowaniu psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/blog/reaktywnosc-na-smyczy-cwiczenie-luznej-smyczy","code-seed",200,"http://127.0.0.1:3510/blog","Blog o zachowaniu psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/blog/rutyna-wyjscia-oswajanie-psa-z-samotnoscia","code-seed",200,"http://127.0.0.1:3510/blog","Blog o zachowaniu psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/blog/stres-kota-a-zachowania-toaletowe","code-seed",200,"http://127.0.0.1:3510/blog","Blog o zachowaniu psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/book","code-seed|crawl",200,"http://127.0.0.1:3510/book","Kwadrans z behawiorystą | Regulski",""
"http://127.0.0.1:3510/book?service=konsultacja-behawioralna-online","code-seed|crawl",200,"http://127.0.0.1:3510/book?service=konsultacja-behawioralna-online","Konsultacja online 60 min | Regulski",""
"http://127.0.0.1:3510/book?service=konsultacja-behawioralna-online&species=kot","code-seed|crawl",200,"http://127.0.0.1:3510/book?service=konsultacja-behawioralna-online&species=kot","Konsultacja online 60 min | Regulski",""
"http://127.0.0.1:3510/book?service=konsultacja-behawioralna-online&species=pies","code-seed|crawl",200,"http://127.0.0.1:3510/book?service=konsultacja-behawioralna-online&species=pies","Konsultacja online 60 min | Regulski",""
"http://127.0.0.1:3510/book?service=szybka-konsultacja-15-min","code-seed|crawl",200,"http://127.0.0.1:3510/book?service=szybka-konsultacja-15-min","Kwadrans z behawiorystą | Regulski",""
"http://127.0.0.1:3510/book?service=szybka-konsultacja-15-min&species=kot","code-seed|crawl",200,"http://127.0.0.1:3510/book?service=szybka-konsultacja-15-min&species=kot","Kwadrans z behawiorystą | Regulski",""
"http://127.0.0.1:3510/book?service=szybka-konsultacja-15-min&species=pies","code-seed|crawl",200,"http://127.0.0.1:3510/book?service=szybka-konsultacja-15-min&species=pies","Kwadrans z behawiorystą | Regulski",""
"http://127.0.0.1:3510/book?species=kot","crawl",200,"http://127.0.0.1:3510/book?species=kot","Kwadrans z behawiorystą | Regulski",""
"http://127.0.0.1:3510/book?species=pies","crawl",200,"http://127.0.0.1:3510/book?species=pies","Kwadrans z behawiorystą | Regulski",""
"http://127.0.0.1:3510/booking","code-seed",200,"http://127.0.0.1:3510/book","Kwadrans z behawiorystą | Regulski","redirected"
"http://127.0.0.1:3510/cennik","code-seed",200,"http://127.0.0.1:3510/cennik","Cennik - konsultacje behawioralne online | Regulski",""
"http://127.0.0.1:3510/confirm","code-seed",200,"http://127.0.0.1:3510/book","Kwadrans z behawiorystą | Regulski","redirected"
"http://127.0.0.1:3510/confirmation","code-seed",200,"http://127.0.0.1:3510/confirmation","Potwierdzenie rezerwacji | Regulski",""
"http://127.0.0.1:3510/faq","code-seed",200,"http://127.0.0.1:3510/faq","FAQ | Regulski",""
"http://127.0.0.1:3510/form","code-seed",200,"http://127.0.0.1:3510/book","Kwadrans z behawiorystą | Regulski","redirected"
"http://127.0.0.1:3510/konsultacja-behawioralna-online","code-seed",200,"http://127.0.0.1:3510/konsultacja-behawioralna-online","Konsultacja behawioralna online 60 min | Regulski",""
"http://127.0.0.1:3510/kontakt","code-seed|crawl",200,"http://127.0.0.1:3510/kontakt","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-dom-i-bezpieczenstwo","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-dom-i-bezpieczenstwo","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-kot-bez-napiecia","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-kot-bez-napiecia","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-kota-domowego","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-kota-domowego","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-pobudzenie-i-hamulce","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-pobudzenie-i-hamulce","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-sam-w-domu","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-sam-w-domu","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spacer-bez-wybuchu","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spacer-bez-wybuchu","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spacerowy-pies","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spacerowy-pies","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spokojny-dom-pies","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spokojny-dom-pies","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spokojny-szczeniak","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-spokojny-szczeniak","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-startowy-psa","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&bundle=pakiet-startowy-psa","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=domowy-enrichment-plan-na-14-dni","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=domowy-enrichment-plan-na-14-dni","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=konflikt-miedzy-kotami-w-domu","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=konflikt-miedzy-kotami-w-domu","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=kot-dotyk-pielegnacja-i-obrona","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=kot-dotyk-pielegnacja-i-obrona","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=kot-i-kuweta-pierwszy-plan-dzialania","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=kot-i-kuweta-pierwszy-plan-dzialania","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=kot-stres-srodowisko-i-bledy-opiekuna","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=kot-stres-srodowisko-i-bledy-opiekuna","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pierwsze-dni-po-adopcji-psa-lub-kota","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pierwsze-dni-po-adopcji-psa-lub-kota","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-boi-sie-gosci-i-dzwiekow","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-boi-sie-gosci-i-dzwiekow","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-broni-zasobow","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-broni-zasobow","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-do-pracy-z-ludzmi","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-do-pracy-z-ludzmi","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-ile-ruchu-potrzebuje","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-ile-ruchu-potrzebuje","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-impulsy-i-hamulce","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-impulsy-i-hamulce","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-niszczy-w-domu","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-niszczy-w-domu","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-reaktywny-na-spacerze","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-reaktywny-na-spacerze","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-zostaje-sam-plan-pierwszych-krokow","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=pies-zostaje-sam-plan-pierwszych-krokow","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=szczeniak-gryzienie-i-skakanie","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=szczeniak-gryzienie-i-skakanie","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=szczeniak-pierwsze-30-dni","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=szczeniak-pierwsze-30-dni","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=szczeniak-wyciszanie","crawl",200,"http://127.0.0.1:3510/kontakt?service=poradniki-pdf&guide=szczeniak-wyciszanie","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?species=kot","crawl",200,"http://127.0.0.1:3510/kontakt?species=kot","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/kontakt?species=pies","crawl",200,"http://127.0.0.1:3510/kontakt?species=pies","Kontakt i rezerwacja konsultacji | Regulski","overflow-suspect"
"http://127.0.0.1:3510/koty","code-seed|crawl",200,"http://127.0.0.1:3510/koty","Behawiorysta kotów online - pomoc dla opiekunów kotów | Regulski",""
"http://127.0.0.1:3510/koty/konflikt-miedzy-kotami","code-seed|crawl",200,"http://127.0.0.1:3510/koty/konflikt-miedzy-kotami","Konflikt między kotami w domu — jak wygląda i co robić | Regulski",""
"http://127.0.0.1:3510/koty/zalatwianie-poza-kuweta","code-seed|crawl",200,"http://127.0.0.1:3510/koty/zalatwianie-poza-kuweta","Kot załatwia się poza kuwetą — co sprawdzić i od czego zacząć | Regulski",""
"http://127.0.0.1:3510/materialy","code-seed",307,"http://127.0.0.1:3510/niezbednik","Niezbędnik - materiały dla opiekunów psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/niezbednik","code-seed|crawl",200,"http://127.0.0.1:3510/niezbednik","Niezbędnik - materiały dla opiekunów psów i kotów | Regulski",""
"http://127.0.0.1:3510/o-mnie","code-seed|crawl",200,"http://127.0.0.1:3510/o-mnie","Krzysztof Regulski - behawiorysta psów i kotów | Regulski",""
"http://127.0.0.1:3510/oferta","crawl",200,"http://127.0.0.1:3510/oferta","Oferta: behawiorysta online dla psa i kota | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/domowy-enrichment-plan-na-14-dni","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/domowy-enrichment-plan-na-14-dni","Domowy enrichment | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/konflikt-miedzy-kotami-w-domu","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/konflikt-miedzy-kotami-w-domu","Konflikt między kotami | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/kot-dotyk-pielegnacja-i-obrona","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/kot-dotyk-pielegnacja-i-obrona","Kot: dotyk i pielęgnacja | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/kot-i-kuweta-pierwszy-plan-dzialania","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/kot-i-kuweta-pierwszy-plan-dzialania","Kot i kuweta | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/kot-stres-srodowisko-i-bledy-opiekuna","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/kot-stres-srodowisko-i-bledy-opiekuna","Kot: stres i środowisko | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-dom-i-bezpieczenstwo","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-dom-i-bezpieczenstwo","Pakiet Dom i bezpieczeństwo | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-kot-bez-napiecia","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-kot-bez-napiecia","Pakiet Kot Bez Napięcia | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-kota-domowego","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-kota-domowego","Pakiet Kota Domowego | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-pobudzenie-i-hamulce","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-pobudzenie-i-hamulce","Pakiet Pobudzenie i hamulce | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-sam-w-domu","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-sam-w-domu","Pakiet Sam w domu | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spacer-bez-wybuchu","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spacer-bez-wybuchu","Pakiet Spacer bez wybuchu | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spacerowy-pies","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spacerowy-pies","Pakiet Spacery Bez Napięcia | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spokojny-dom-pies","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spokojny-dom-pies","Pakiet Spokojny Dom: pies | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spokojny-szczeniak","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-spokojny-szczeniak","Pakiet Spokojny szczeniak | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-startowy-psa","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pakiety/pakiet-startowy-psa","Pakiet Startowy Psa | Pakiet PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pierwsze-dni-po-adopcji-psa-lub-kota","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pierwsze-dni-po-adopcji-psa-lub-kota","Pierwsze dni po adopcji | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-boi-sie-gosci-i-dzwiekow","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-boi-sie-gosci-i-dzwiekow","Pies boi się gości i dźwięków | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-broni-zasobow","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-broni-zasobow","Pies broni zasobów? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-do-pracy-z-ludzmi","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-do-pracy-z-ludzmi","Pies do pracy z ludźmi? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-ile-ruchu-potrzebuje","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-ile-ruchu-potrzebuje","Czy Twój pies naprawdę potrzebuje więcej ruchu? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-impulsy-i-hamulce","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-impulsy-i-hamulce","Pogoń, demolka i brak hamulców? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-niszczy-w-domu","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-niszczy-w-domu","Pies niszczy w domu? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-reaktywny-na-spacerze","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-reaktywny-na-spacerze","Pies reaktywny na spacerze | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-zostaje-sam-plan-pierwszych-krokow","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/pies-zostaje-sam-plan-pierwszych-krokow","Pies zostaje sam | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/szczeniak-gryzienie-i-skakanie","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/szczeniak-gryzienie-i-skakanie","Szczeniak gryzie i skacze? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/szczeniak-pierwsze-30-dni","code-seed|crawl",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/szczeniak-pierwsze-30-dni","Szczeniak: pierwsze 30 dni | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/oferta/poradniki-pdf/szczeniak-wyciszanie","code-seed",200,"http://127.0.0.1:3510/oferta/poradniki-pdf/szczeniak-wyciszanie","Szczeniak nie umie się wyciszyć? | Poradnik PDF | Regulski",""
"http://127.0.0.1:3510/opinie","code-seed|crawl",200,"http://127.0.0.1:3510/opinie","Opinie o konsultacjach behawioralnych | Regulski",""
"http://127.0.0.1:3510/payment","code-seed",200,"http://127.0.0.1:3510/payment","Płatność i potwierdzenie | Regulski",""
"http://127.0.0.1:3510/polityka-prywatnosci","code-seed|crawl",200,"http://127.0.0.1:3510/polityka-prywatnosci","Polityka prywatności | Regulski","old-name:coapebehawiorysta"
"http://127.0.0.1:3510/przybornik","code-seed",307,"http://127.0.0.1:3510/niezbednik","Niezbędnik - materiały dla opiekunów psów i kotów | Regulski","redirected"
"http://127.0.0.1:3510/psy","code-seed|crawl",200,"http://127.0.0.1:3510/psy","Behawiorysta psów online - pomoc dla opiekunów psów | Regulski",""
"http://127.0.0.1:3510/psy/lek-separacyjny","code-seed|crawl",200,"http://127.0.0.1:3510/psy/lek-separacyjny","Lęk separacyjny u psa — objawy, przyczyny i pierwsze kroki | Regulski",""
"http://127.0.0.1:3510/psy/reaktywnosc-na-smyczy","code-seed|crawl",200,"http://127.0.0.1:3510/psy/reaktywnosc-na-smyczy","Reaktywność psa na smyczy — co to znaczy i jak zacząć pracę | Regulski",""
"http://127.0.0.1:3510/regulamin","code-seed|crawl",200,"http://127.0.0.1:3510/regulamin","Regulamin | Regulski","old-name:coapebehawiorysta"
"http://127.0.0.1:3510/slot","code-seed",200,"http://127.0.0.1:3510/book","Kwadrans z behawiorystą | Regulski","redirected"
"http://127.0.0.1:3510/slot?problem=agresja","crawl",200,"http://127.0.0.1:3510/slot?problem=agresja","Wybierz termin | Agresja / zasoby | Regulski",""
"http://127.0.0.1:3510/slot?problem=agresja&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=agresja&service=konsultacja-behawioralna-online","Wybierz termin | Agresja / zasoby | Regulski",""
"http://127.0.0.1:3510/slot?problem=inne","crawl",200,"http://127.0.0.1:3510/slot?problem=inne","Wybierz termin | Inny temat | Regulski",""
"http://127.0.0.1:3510/slot?problem=inne&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=inne&service=konsultacja-behawioralna-online","Wybierz termin | Inny temat | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-konflikt","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-konflikt","Wybierz termin | Konflikt między kotami | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-konflikt&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-konflikt&service=konsultacja-behawioralna-online","Wybierz termin | Konflikt między kotami | Regulski",""
